BEId	action	group	id	name	pharmAction	proteinId
BE0001646		experimental	DB03837	Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	unknown	
BE0001646		experimental	DB03984	Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide	unknown	
BE0001646		experimental	DB07520	N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	unknown	
BE0001646		experimental	DB07587	N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	unknown	
BE0001646		experimental	DB07589	N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE	unknown	
BE0001646		experimental	DB07839	N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE	unknown	
BE0001646		experimental	DB07878	N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE	unknown	
BE0001646		experimental	DB08195	(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	unknown	
BE0001646		experimental	DB08611	2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	unknown	
BE0001646		experimental	DB08752	N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	unknown	
BE0001646		experimental	DB08755	N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	unknown	
BE0001646	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	
BE0000393	antagonist	approved, vet_approved	DB00508	Triflupromazine	yes	P41595
BE0000393	antagonist	approved	DB00805	Minaprine	yes	P41595
BE0000393	agonist	approved, illicit, investigational, withdrawn	DB00574	Fenfluramine	no	P41595
BE0000393	antagonist	approved, investigational, withdrawn	DB01079	Tegaserod	unknown	P41595
BE0000393		investigational	DB05461	OPC-28326	unknown	P41595
BE0000393		investigational	DB05492	Epicept NP-1	unknown	P41595
BE0000393	antagonist	approved	DB06216	Asenapine	unknown	P41595
BE0000393		investigational	DB06229	Ocaperidone	unknown	P41595
BE0000393	agonist	approved, investigational, vet_approved, withdrawn	DB01186	Pergolide	unknown	P41595
BE0000393	agonist	approved, investigational	DB01200	Bromocriptine	unknown	P41595
BE0000393	antagonist	approved, investigational	DB00589	Lisuride	unknown	P41595
BE0000393	agonist	approved	DB00248	Cabergoline	unknown	P41595
BE0000393	agonist	approved, investigational	DB00714	Apomorphine	unknown	P41595
BE0000393	antagonist	approved	DB00247	Methysergide	yes	P41595
BE0000393	agonist	approved, investigational	DB00320	Dihydroergotamine	unknown	P41595
BE0000393	antagonist	approved, investigational, vet_approved	DB01242	Clomipramine	yes	P41595
BE0000393	antagonist	approved, investigational	DB01142	Doxepin	unknown	P41595
BE0000393	agonist	experimental, illicit, investigational	DB01454	Midomafetamine	unknown	P41595
BE0000393	antagonist	approved, investigational, vet_approved	DB01392	Yohimbine	unknown	P41595
BE0000393	antagonist	approved	DB00543	Amoxapine	unknown	P41595
BE0000393	binder	approved, investigational	DB06148	Mianserin	unknown	P41595
BE0000393		approved	DB00696	Ergotamine	unknown	P41595
BE0000393		approved	DB00353	Methylergometrine	unknown	P41595
BE0000393	agonist	illicit, investigational, withdrawn	DB04829	Lysergic acid diethylamide	unknown	P41595
BE0000393		investigational	DB09286	Pipamperone	unknown	P41595
BE0000393	antagonist	approved	DB06153	Pizotifen	unknown	P41595
BE0000393	antagonist	investigational	DB05607	PRX-08066	unknown	P41595
BE0000393	agonist	approved, investigational	DB00715	Paroxetine	unknown	P41595
BE0000393	antagonist	approved	DB00924	Cyclobenzaprine	unknown	P41595
BE0000393	inverse agonist	approved, investigational	DB01238	Aripiprazole	unknown	P41595
BE0000393	agonist	approved, investigational	DB00315	Zolmitriptan	no	P41595
BE0000393	antagonist	approved	DB00434	Cyproheptadine	unknown	P41595
BE0000393	antagonist	approved, investigational	DB06016	Cariprazine	unknown	P41595
BE0000393	antagonist	approved, investigational, withdrawn	DB09185	Viloxazine	yes	P41595
BE0000393	antagonist	investigational	DB13025	Tiapride	yes	P41595
BE0000393	antagonist	experimental	DB09304	Setiptiline	unknown	P41595
BE0000393	antagonist	approved, experimental	DB13345	Dihydroergocristine	yes	P41595
BE0000393	antagonistagonist	approved	DB01049	Ergoloid mesylate	yes	P41595
BE0000393	antagonistagonist	approved	DB11273	Dihydroergocornine	yes	P41595
BE0000393	inhibitor	approved, investigational	DB12141	Gilteritinib	no	P41595
BE0000393		approved, investigational	DB00715	Paroxetine	unknown	P41595
BE0000393	inhibitor	approved, experimental, investigational, withdrawn	DB01239	Chlorprothixene	yes	P41595
BE0000393	binder	approved, investigational, vet_approved	DB00477	Chlorpromazine	unknown	P41595
BE0000393	modulator	approved, illicit	DB08804	Nandrolone decanoate	unknown	P41595
BE0000393	antagonist	approved, vet_approved	DB01221	Ketamine	unknown	P41595
BE0000393	inverse agonist	investigational	DB06678	Esmirtazapine	unknown	P41595
BE0009698	inhibitor	approved, investigational	DB00482	Celecoxib	unknown	
BE0001646		experimental	DB03767	Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide	unknown	P25774
BE0001646		experimental	DB03837	Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	unknown	P25774
BE0001646		experimental	DB03984	Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide	unknown	P25774
BE0001646		experimental	DB07520	N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	unknown	P25774
BE0001646		experimental	DB07587	N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	unknown	P25774
BE0001646		experimental	DB07589	N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE	unknown	P25774
BE0001646		experimental	DB07839	N~2~-1,3-BENZOXAZOL-2-YL-3-CYCLOHEXYL-N-{2-[(4-METHOXYPHENYL)AMINO]ETHYL}-L-ALANINAMIDE	unknown	P25774
BE0001646		experimental	DB07878	N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE	unknown	P25774
BE0001646		experimental	DB08195	(1R)-2-[(CYANOMETHYL)AMINO]-1-({[2-(DIFLUOROMETHOXY)BENZYL]SULFONYL}METHYL)-2-OXOETHYL MORPHOLINE-4-CARBOXYLATE	unknown	P25774
BE0001646		experimental	DB08611	2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	unknown	P25774
BE0001646		experimental	DB08752	N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	unknown	P25774
BE0001646		experimental	DB08755	N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	unknown	P25774
BE0001646	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	P25774
BE0004807	chelator	approved, investigational	DB00746	Deferoxamine	yes	
BE0004807	chelator	approved, investigational	DB01609	Deferasirox	yes	
BE0004807	chelator	approved, vet_approved	DB00974	Edetic acid	unknown	
BE0004807	chelator	approved, vet_approved	DB14600	Edetate disodium anhydrous	unknown	
BE0004807	chelator	approved	DB14598	Edetate calcium disodium anhydrous	unknown	
BE0004807	chelator	approved	DB08826	Deferiprone	yes	
BE0009698	inhibitor	approved, investigational	DB00482	Celecoxib	unknown	H3BUU9
BE0000030		approved, nutraceutical	DB00138	Cystine	unknown	
BE0000030	inhibitor	approved	DB00795	Sulfasalazine	unknown	
BE0000030		approved, nutraceutical	DB00142	Glutamic acid	unknown	
BE0000030	inducer	approved, investigational	DB00740	Riluzole	yes	
BE0000030		investigational	DB05540	Alanosine	unknown	
BE0000030		approved, experimental	DB04348	Taurocholic acid	unknown	
BE0000030		approved	DB01098	Rosuvastatin	unknown	
BE0000030		experimental	DB08833	Taurochenodeoxycholic acid	unknown	
BE0000030		experimental, investigational	DB08834	Tauroursodeoxycholic acid	unknown	
BE0000030	activator	approved, investigational	DB06151	Acetylcysteine	yes	
BE0000030	antagonist	approved	DB11590	Thimerosal	unknown	
BE0003450		investigational	DB12773	Sifalimumab	unknown	
BE0000030		approved, nutraceutical	DB00138	Cystine	unknown	Q9UPY5
BE0000030	inhibitor	approved	DB00795	Sulfasalazine	unknown	Q9UPY5
BE0000030		approved, nutraceutical	DB00142	Glutamic acid	unknown	Q9UPY5
BE0000030	inducer	approved, investigational	DB00740	Riluzole	yes	Q9UPY5
BE0000030		investigational	DB05540	Alanosine	unknown	Q9UPY5
BE0000030		approved, experimental	DB04348	Taurocholic acid	unknown	Q9UPY5
BE0000030		approved	DB01098	Rosuvastatin	unknown	Q9UPY5
BE0000030		experimental	DB08833	Taurochenodeoxycholic acid	unknown	Q9UPY5
BE0000030		experimental, investigational	DB08834	Tauroursodeoxycholic acid	unknown	Q9UPY5
BE0000030	activator	approved, investigational	DB06151	Acetylcysteine	yes	Q9UPY5
BE0000030	antagonist	approved	DB11590	Thimerosal	unknown	Q9UPY5
BE0001353		experimental	DB01827	2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide	unknown	
BE0001353		approved, experimental, investigational	DB04465	Lactose	unknown	
BE0003450		investigational	DB12773	Sifalimumab	unknown	P01563
BE0000944	inhibitor	approved, investigational	DB01296	Glucosamine	unknown	
BE0000944		investigational	DB05110	VIR201	unknown	
BE0000944		investigational	DB05111	Fontolizumab	unknown	
BE0000944		approved	DB01250	Olsalazine	yes	
BE0000944	agonist	approved	DB10770	Foreskin fibroblast (neonatal)	unknown	
BE0000944	agonist	approved	DB10772	Foreskin keratinocyte (neonatal)	yes	
BE0000944	neutralizer	approved, investigational	DB14724	Emapalumab	yes	
BE0001353		experimental	DB01827	2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide	unknown	P17931
BE0001353		approved, experimental, investigational	DB04465	Lactose	unknown	P17931
BE0000944	inhibitor	approved, investigational	DB01296	Glucosamine	unknown	P01579
BE0000944		investigational	DB05110	VIR201	unknown	P01579
BE0000944		investigational	DB05111	Fontolizumab	unknown	P01579
BE0000944		approved	DB01250	Olsalazine	yes	P01579
BE0000944	agonist	approved	DB10770	Foreskin fibroblast (neonatal)	unknown	P01579
BE0000944	agonist	approved	DB10772	Foreskin keratinocyte (neonatal)	yes	P01579
BE0000944	neutralizer	approved, investigational	DB14724	Emapalumab	yes	P01579
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	
BE0001062	inhibitor	approved, investigational	DB00605	Sulindac	unknown	
BE0001062	inducer	approved, investigational	DB01169	Arsenic trioxide	yes	
BE0001062	inhibitor	experimental	DB02733	Purvalanol	unknown	
BE0001062		investigational	DB06195	Seliciclib	unknown	
BE0001062		experimental	DB04604	5-iodotubercidin	unknown	
BE0001062	inhibitor	investigational	DB13930	Ulixertinib	unknown	
BE0001062		approved, investigational	DB08862	Cholecystokinin	unknown	
BE0009668	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	Q8TD08
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	Q8TD08
BE0009668	inhibitor	approved, investigational	DB01017	Minocycline	unknown	Q8TD08
BE0009668	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	Q13164
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	Q13164
BE0009668	inhibitor	approved, investigational	DB01017	Minocycline	unknown	Q13164
BE0009668	inhibitor	approved, investigational	DB12010	Fostamatinib	unknown	P31152
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	P31152
BE0009668	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P31152
BE0009668	inhibitor	approved, investigational	DB00605	Sulindac	unknown	P27361
BE0009668	inducer	approved, investigational	DB01169	Arsenic trioxide	yes	P27361
BE0009668	inhibitor	experimental	DB02733	Purvalanol	unknown	P27361
BE0009668		investigational	DB06195	Seliciclib	unknown	P27361
BE0009668		experimental	DB04604	5-iodotubercidin	unknown	P27361
BE0009668	inhibitor	investigational	DB13930	Ulixertinib	unknown	P27361
BE0009668		approved, investigational	DB08862	Cholecystokinin	unknown	P27361
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	P27361
BE0009668	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P27361
BE0009668	inducer	approved, investigational	DB01169	Arsenic trioxide	yes	P28482
BE0009668		experimental	DB02482	Phosphonothreonine	unknown	P28482
BE0009668	inhibitor	experimental	DB02733	Purvalanol	unknown	P28482
BE0009668		investigational	DB06195	Seliciclib	unknown	P28482
BE0009668		investigational	DB06641	Perifosine	unknown	P28482
BE0009668		experimental	DB06877	N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	unknown	P28482
BE0009668		experimental	DB07010	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	unknown	P28482
BE0009668		experimental	DB07264	(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE	unknown	P28482
BE0009668		experimental	DB07788	(3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE	unknown	P28482
BE0009668		experimental	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	unknown	P28482
BE0009668		experimental	DB07905	Hypothemycin	unknown	P28482
BE0009668		experimental	DB02116	Olomoucine	unknown	P28482
BE0009668		experimental	DB08513	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	unknown	P28482
BE0009668		experimental	DB08521	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine	unknown	P28482
BE0009668		experimental	DB04338	SB220025	unknown	P28482
BE0009668		approved, experimental	DB11120	Turpentine	unknown	P28482
BE0009668	inhibitor	investigational	DB13930	Ulixertinib	unknown	P28482
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	P28482
BE0009668	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P28482
BE0009668		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	Q16659
BE0009668	inhibitor	approved, investigational	DB01017	Minocycline	unknown	Q16659
BE0001062	inhibitor	approved, investigational	DB00605	Sulindac	unknown	P27361
BE0001062	inducer	approved, investigational	DB01169	Arsenic trioxide	yes	P27361
BE0001062	inhibitor	experimental	DB02733	Purvalanol	unknown	P27361
BE0001062		investigational	DB06195	Seliciclib	unknown	P27361
BE0001062		experimental	DB04604	5-iodotubercidin	unknown	P27361
BE0001062	inhibitor	investigational	DB13930	Ulixertinib	unknown	P27361
BE0001062		approved, investigational	DB08862	Cholecystokinin	unknown	P27361
BE0001062		approved, vet_approved	DB00945	Acetylsalicylic acid	unknown	P27361
BE0001062	inhibitor	approved, investigational	DB01017	Minocycline	unknown	P27361
BE0003462		investigational	DB05959	ENMD-1198	unknown	
BE0003462	inhibitor	investigational	DB16630	OPB-111077	unknown	
BE0003462		investigational	DB05959	ENMD-1198	unknown	P40763
BE0003462	inhibitor	investigational	DB16630	OPB-111077	unknown	P40763
BE0003768		experimental	DB01955	1,4-Butanediol	unknown	
BE0003768		experimental	DB02795	P-Anisic Acid	unknown	
BE0003768		approved, withdrawn	DB03585	Oxyphenbutazone	unknown	
BE0003768		approved, investigational	DB09462	Glycerin	unknown	
BE0003768	unknown	approved	DB00233	Aminosalicylic acid	unknown	
BE0003768		investigational	DB04725	Licofelone	unknown	
BE0003768		experimental	DB06987	(R)-Atenolol	unknown	
BE0003768		experimental	DB02636	9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid	unknown	
BE0003768		experimental	DB07500	(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	unknown	
BE0003768		experimental	DB07950	Indoleacetic acid	unknown	
BE0003768		experimental	DB07958	(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID	unknown	
BE0003768		experimental	DB02758	Indolepropionic acid	unknown	
BE0003768		approved, investigational, withdrawn	DB04743	Nimesulide	unknown	
BE0003768		experimental	DB08447	3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL	unknown	
BE0003768		experimental	DB02448	N-Tridecanoic Acid	unknown	
BE0003997		experimental	DB02210	Hexane-1,6-Diol	unknown	
BE0003997	inhibitor	experimental	DB04552	Niflumic acid	yes	
BE0003997		experimental	DB02795	P-Anisic Acid	unknown	
BE0003997		experimental	DB03565	1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	unknown	
BE0003997		experimental	DB03587	Pyruvaldehyde	unknown	
BE0003997		experimental	DB03633	Lpc-Ether	unknown	
BE0003997		experimental, investigational	DB02938	Heptanoic acid	unknown	
BE0003997		approved	DB02659	Cholic Acid	unknown	
BE0003997		experimental	DB07657	PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER	unknown	
BE0003997		experimental	DB07836	1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL	unknown	
BE0003997		experimental	DB02448	N-Tridecanoic Acid	unknown	
BE0003997	antagonist	approved	DB00795	Sulfasalazine	unknown	
BE0003997	inhibitor	approved	DB00972	Azelastine	unknown	
BE0003997	inhibitorinducer	experimental, investigational	DB14009	Medical Cannabis	unknown	
BE0003768		experimental	DB01955	1,4-Butanediol	unknown	Q9NZK7
BE0003768		experimental	DB02795	P-Anisic Acid	unknown	Q9NZK7
BE0003768		approved, withdrawn	DB03585	Oxyphenbutazone	unknown	Q9NZK7
BE0003768		approved, investigational	DB09462	Glycerin	unknown	Q9NZK7
BE0003768	unknown	approved	DB00233	Aminosalicylic acid	unknown	Q9NZK7
BE0003768		investigational	DB04725	Licofelone	unknown	Q9NZK7
BE0003768		experimental	DB06987	(R)-Atenolol	unknown	Q9NZK7
BE0003768		experimental	DB02636	9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid	unknown	Q9NZK7
BE0003768		experimental	DB07500	(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	unknown	Q9NZK7
BE0003768		experimental	DB07950	Indoleacetic acid	unknown	Q9NZK7
BE0003768		experimental	DB07958	(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID	unknown	Q9NZK7
BE0003768		experimental	DB02758	Indolepropionic acid	unknown	Q9NZK7
BE0003768		approved, investigational, withdrawn	DB04743	Nimesulide	unknown	Q9NZK7
BE0003768		experimental	DB08447	3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL	unknown	Q9NZK7
BE0003768		experimental	DB02448	N-Tridecanoic Acid	unknown	Q9NZK7
BE0000704	antibody	approved, investigational	DB00005	Etanercept	yes	
BE0000704	antibody	approved, experimental	DB00051	Adalimumab	yes	
BE0000704	inhibitor	approved	DB00065	Infliximab	yes	
BE0000704	inhibitor	approved, investigational, vet_approved	DB00608	Chloroquine	unknown	
BE0000704	other/unknown	approved, investigational, vet_approved	DB01407	Clenbuterol	unknown	
BE0000704	other/unknown	investigational	DB01411	Pranlukast	unknown	
BE0000704	inhibitor	approved	DB01427	Amrinone	unknown	
BE0000704		investigational	DB05207	SD118	unknown	
BE0000704		investigational	DB05218	PN0621	unknown	
BE0000704		investigational	DB05017	YSIL6	unknown	
BE0000704		investigational	DB05303	OMS-103HP	unknown	
BE0000704		investigational	DB04956	Afelimomab	unknown	
BE0000704		investigational	DB05412	Talmapimod	unknown	
BE0000704		investigational	DB05470	VX-702	unknown	
BE0000704		investigational	DB05744	CRx-139	unknown	
BE0000704		investigational	DB05767	Andrographolide	unknown	
BE0000704		investigational	DB05758	CYT007-TNFQb	unknown	
BE0000704		investigational	DB05869	Ethyl pyruvate	unknown	
BE0000704		investigational	DB05879	AME-527	unknown	
BE0000704		investigational	DB05968	PR-104	unknown	
BE0000704		approved, investigational	DB11967	Binimetinib	unknown	
BE0000704		investigational	DB05513	Atiprimod	unknown	
BE0000704		investigational	DB05992	Plinabulin	unknown	
BE0000704		investigational	DB06495	Onercept	unknown	
BE0000704		investigational	DB06444	Dexanabinol	unknown	
BE0000704	neutralizer	approved	DB08904	Certolizumab pegol	yes	
BE0000704	inhibitor	approved	DB08910	Pomalidomide	yes	
BE0000704	antibody	approved	DB06674	Golimumab	yes	
BE0000704	antagonistagonist	approved, vet_approved	DB00668	Epinephrine	unknown	
BE0000704	inhibitor	approved	DB00852	Pseudoephedrine	unknown	
BE0000704		investigational	DB12140	Dilmapimod	unknown	
BE0000704	inhibitor	experimental	DB09221	Polaprezinc	unknown	
BE0000704	agonist	approved	DB10770	Foreskin fibroblast (neonatal)	unknown	
BE0000704	agonist	approved	DB10772	Foreskin keratinocyte (neonatal)	yes	
BE0000704	antagonist	approved, experimental	DB13751	Glycyrrhizic acid	yes	
BE0000704	inducer	investigational	DB11752	Bryostatin 1	unknown	
BE0003997		experimental	DB02210	Hexane-1,6-Diol	unknown	P04054
BE0003997	inhibitor	experimental	DB04552	Niflumic acid	yes	P04054
BE0003997		experimental	DB02795	P-Anisic Acid	unknown	P04054
BE0003997		experimental	DB03565	1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	unknown	P04054
BE0003997		experimental	DB03587	Pyruvaldehyde	unknown	P04054
BE0003997		experimental	DB03633	Lpc-Ether	unknown	P04054
BE0003997		experimental, investigational	DB02938	Heptanoic acid	unknown	P04054
BE0003997		approved	DB02659	Cholic Acid	unknown	P04054
BE0003997		experimental	DB07657	PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER	unknown	P04054
BE0003997		experimental	DB07836	1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL	unknown	P04054
BE0003997		experimental	DB02448	N-Tridecanoic Acid	unknown	P04054
BE0003997	antagonist	approved	DB00795	Sulfasalazine	unknown	P04054
BE0003997	inhibitor	approved	DB00972	Azelastine	unknown	P04054
BE0003997	inhibitorinducer	experimental, investigational	DB14009	Medical Cannabis	unknown	P04054
BE0000981		experimental	DB02763	5-Mercapto-2-Nitro-Benzoic Acid	unknown	
BE0000981	inhibitor	approved, investigational	DB05679	Ustekinumab	yes	
BE0000981		investigational	DB05459	Briakinumab	unknown	
BE0000981		investigational	DB05848	humanized SMART Anti-IL-12 Antibody	unknown	
BE0000704	antibody	approved, investigational	DB00005	Etanercept	yes	P01375
BE0000704	antibody	approved, experimental	DB00051	Adalimumab	yes	P01375
BE0000704	inhibitor	approved	DB00065	Infliximab	yes	P01375
BE0000704	inhibitor	approved, investigational, vet_approved	DB00608	Chloroquine	unknown	P01375
BE0000704	other/unknown	approved, investigational, vet_approved	DB01407	Clenbuterol	unknown	P01375
BE0000704	other/unknown	investigational	DB01411	Pranlukast	unknown	P01375
BE0000704	inhibitor	approved	DB01427	Amrinone	unknown	P01375
BE0000704		investigational	DB05207	SD118	unknown	P01375
BE0000704		investigational	DB05218	PN0621	unknown	P01375
BE0000704		investigational	DB05017	YSIL6	unknown	P01375
BE0000704		investigational	DB05303	OMS-103HP	unknown	P01375
BE0000704		investigational	DB04956	Afelimomab	unknown	P01375
BE0000704		investigational	DB05412	Talmapimod	unknown	P01375
BE0000704		investigational	DB05470	VX-702	unknown	P01375
BE0000704		investigational	DB05744	CRx-139	unknown	P01375
BE0000704		investigational	DB05767	Andrographolide	unknown	P01375
BE0000704		investigational	DB05758	CYT007-TNFQb	unknown	P01375
BE0000704		investigational	DB05869	Ethyl pyruvate	unknown	P01375
BE0000704		investigational	DB05879	AME-527	unknown	P01375
BE0000704		investigational	DB05968	PR-104	unknown	P01375
BE0000704		approved, investigational	DB11967	Binimetinib	unknown	P01375
BE0000704		investigational	DB05513	Atiprimod	unknown	P01375
BE0000704		investigational	DB05992	Plinabulin	unknown	P01375
BE0000704		investigational	DB06495	Onercept	unknown	P01375
BE0000704		investigational	DB06444	Dexanabinol	unknown	P01375
BE0000704	neutralizer	approved	DB08904	Certolizumab pegol	yes	P01375
BE0000704	inhibitor	approved	DB08910	Pomalidomide	yes	P01375
BE0000704	antibody	approved	DB06674	Golimumab	yes	P01375
BE0000704	antagonistagonist	approved, vet_approved	DB00668	Epinephrine	unknown	P01375
BE0000704	inhibitor	approved	DB00852	Pseudoephedrine	unknown	P01375
BE0000704		investigational	DB12140	Dilmapimod	unknown	P01375
BE0000704	inhibitor	experimental	DB09221	Polaprezinc	unknown	P01375
BE0000704	agonist	approved	DB10770	Foreskin fibroblast (neonatal)	unknown	P01375
BE0000704	agonist	approved	DB10772	Foreskin keratinocyte (neonatal)	yes	P01375
BE0000704	antagonist	approved, experimental	DB13751	Glycyrrhizic acid	yes	P01375
BE0000704	inducer	investigational	DB11752	Bryostatin 1	unknown	P01375
BE0000981		experimental	DB02763	5-Mercapto-2-Nitro-Benzoic Acid	unknown	P29460
BE0000981	inhibitor	approved, investigational	DB05679	Ustekinumab	yes	P29460
BE0000981		investigational	DB05459	Briakinumab	unknown	P29460
BE0000981		investigational	DB05848	humanized SMART Anti-IL-12 Antibody	unknown	P29460
BE0000981	inhibitor	approved, investigational	DB05679	Ustekinumab	yes	P29460
BE0000981	antagonist	approved, investigational	DB14004	Tildrakizumab	yes	P29460
