canonicalSmiles	chemicalProperties.Complexity	chemicalProperties.Compound Is Canonicalized	chemicalProperties.Covalently-Bonded Unit Count	chemicalProperties.Defined Atom Stereocenter Count	chemicalProperties.Defined Bond Stereocenter Count	chemicalProperties.Exact Mass	chemicalProperties.Formal Charge	chemicalProperties.Heavy Atom Count	chemicalProperties.Hydrogen Bond Acceptor Count	chemicalProperties.Hydrogen Bond Donor Count	chemicalProperties.Isotope Atom Count	chemicalProperties.Molecular Weight	chemicalProperties.Monoisotopic Mass	chemicalProperties.Rotatable Bond Count	chemicalProperties.Topological Polar Surface Area	chemicalProperties.Undefined Atom Stereocenter Count	chemicalProperties.Undefined Bond Stereocenter Count	chemicalProperties.XLogP3	chemicalProperties.XLogP3-AA	cid	inChIKey	maxPhase	molecularFormula	synonyms
CC(C)CC(CC(=O)NO)C(=O)NC1CC2=CN(CCCCCCNC1=O)C3=CC=CC=C23	671	Yes	1	2	0	456.27365564	0	33	4	4	0	456.6	456.27365564	6	113 Å²	0	0		2.5	478379	GCBPAPVOMPJQHK-NQIIRXRSSA-N		C25H36N4O4	n4-hydroxy-2-isobutyl-n1-(9-oxo-1,8-diaza-tricyclo[10.6.1.013,18]nonadeca-12(19),13,15,17-tetraen-10-yl)-succinamide;!CHEMBL281795;!1mmq;!RRS;!SCHEMBL7433628
CC(C)CC(CC(=O)O)C(=O)NC1CC2=CN(CCCCCCNC1=O)C3=CC=CC=C23	653	Yes	1	2	0	441.26275661	0	32	4	3	0	441.6	441.26275661	6	100 Å²	0	0		3.2	5289314	AKWKBACKRMYPRV-NQIIRXRSSA-N		C25H35N3O4	CHEMBL282146;!5-METHYL-3-(9-OXO-1,8-DIAZA-TRICYCLO[10.6.1.013,18]NONADECA-12(19),13,15,17-TETRAEN-10-YLCARBAMOYL)-HEXANOIC ACID;!1mmp;!SCHEMBL7445800;!BDBM50284756
CCCC(C(=O)O)NC(=O)CCC(=O)O	251	Yes	1	1	0	217.09502258	0	15	5	3	0	217.22	217.09502258	7	104 Å²	0	0		-0.1	6852189	HRAPDLBXHOBAKA-LURJTMIESA-N		C9H15NO5	N-(3-CARBOXYPROPANOYL)-L-NORVALINE;!SN0;!SCHEMBL21067841;!DB08554;!Q27097754
CCC(C=O)C1C(CCN1C(=O)C(C(C)C)NC(=O)OC(C)(C)C)NS(=O)(=O)C	696	Yes	1	4	0	433.22465702	0	29	7	2	0	433.6	433.22465702	10	130 Å²	0	0		1.6	6323528	NOWIRVOXJOWTSQ-FXUDXRNXSA-N		C19H35N3O6S	{1-[2-(1-FORMYL-PROPYL)-3-METHANESULFONYLAMINO-PYRROLIDINE-1-CARBONYL]-2-METHYL-PROPYL}-CARBAMIC ACID TERT-BUTYL ESTER;!GW472467X;!DB08644;!Q27097836;!tert-butyl [(1S)-1-({(2R,3S)-2-[(1S)-1-formylpropyl]-3-[(methylsulfonyl)amino]pyrrolidin-1-yl}carbonyl)-2-methylpropyl]carbamate
CN1CCC(CC1)(C#N)NC(=O)C(CC2CCCCC2)NC(=O)N3CCOCC3	611	Yes	1	1	0	405.27399000	0	29	5	2	0	405.5	405.27399000	5	97.7 Å²	0	0		1.8	9887557	IRSOCWQJNYLTDD-SFHVURJKSA-N		C21H35N5O3	N-[(1S)-2-[(4-cyano-1-methylpiperidin-4-yl)amino]-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide;!CHEMBL1236882;!SCHEMBL21067516;!BDBM50401770;!DB08752
CC(COCC1=CC=CC=C1)(C#N)NC(=O)C(CC2CCCCC2)NC(=O)N3CCOCC3	675	Yes	1	2	0	456.27365564	0	33	5	2	0	456.6	456.27365564	9	104 Å²	0	0		3	46937176	MQWUTQCRGGBPBT-WIOPSUGQSA-N		C25H36N4O4	N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide;!SCHEMBL21067342;!DB08755;!Q27097941
CC(=O)NC(CC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O	448	Yes	1	2	0	304.09066547	0	21	8	5	0	304.25	304.09066547	9	170 Å²	0	0		-2.1	210320	GUCKKCMJTSNWCU-BQBZGAKWSA-N		C11H16N2O8	4910-46-7;!Acide spaglumique;!N-Acetyl-beta-Asp-Glu;!AC-ASP(GLU-OH)-OH;!beta-NAAG
																								
CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C	959	Yes	1	4	0	519.34206955	0	37	5	4	0	519.7	519.34206955	10	151 Å²	1	0		3.1	10324367	LHHCSNFAOIFYRV-DOVBMPENSA-N		C27H45N5O5	
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N	597	Yes	1	3	0	362.17025320	0	26	5	4	0	362.38	362.17025320	6	150 Å²	0	0	-2.5		638678	XNSAINXGIQZQOO-SRVKXCTJSA-N		C16H22N6O4	
CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O	490	Yes	1	3	0	348.16852187	0	25	6	3	0	348.4	348.16852187	8	107 Å²	0	0	-0.7		5462501	LZFZMUMEGBBDTC-QEJZJMRPSA-N		C18H24N2O5	
																								
																								
																								
C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CN	434	Yes	1	2	0	340.18590327	0	24	7	6	0	340.38	340.18590327	11	176 Å²	0	0		-4.4	73587	MVORZMQFXBLMHM-QWRGUYRKSA-N		C14H24N6O4	glycyl-l-histidyl-l-lysine;!49557-75-7;!Gly-his-lys;!Glycyl-histidyl-lysine;!Glycylhistidyllysine
																								
C1CC(=O)NC1C(=O)N2CSCC2C(=O)O	346	Yes	1	2	0	244.05177804	0	16	5	2	0	244.27	244.05177804	2	112 Å²	0	0		-0.7	65944	UUTKICFRNVKFRG-WDSKDSINSA-N		C9H12N2O4S	Pidotimod;!121808-62-6;!Pidotomod;!(R)-3-((S)-5-Oxopyrrolidine-2-carbonyl)thiazolidine-4-carboxylic acid;!PGT/1A
C1CCC(CC1)N2C(=O)C(C(=O)N(C2=O)C3CCCCC3)C(=O)NCC(=O)O	627	Yes	1	0	0	393.18998559	0	28	6	2	0	393.4	393.18998559	5	124 Å²	0	0		2.5	91617630	RUEYEZADQJCKGV-UHFFFAOYSA-N		C19H27N3O6	
CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)O)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N	1660	Yes	1	8	0	898.46610084	0	64	14	12	0	899.0	898.46610084	25	380 Å²	0	0		-3	123805	PVHLMTREZMEJCG-GDTLVBQBSA-N		C41H62N12O11	Angiotensin (1-7);!angiotensin 1-7;!51833-78-4;!TXA127;!Angiotensin i (1-7)
B(C1CCCN1C(=O)CNC2CCNC2)(O)O	278	Yes	1	2	0	241.1597717	0	17	5	4	0	241.10	241.1597717	4	84.8 Å²	0	0			11253490	DVJAMEIQRSHVKC-BDAKNGLRSA-N		C10H20BN3O3	Dutogliptin;!852329-66-9;!UNII-38EAO245ZX;!PHX1149;![(2R)-1-[[(3R)-3-pyrrolidinylamino]acetyl]-2-pyrrolidinyl]-boronic acid
CC1=C(C=CC(=C1)C(=O)N2CCCCC3=CC=CC=C32)CNC(=O)N4CCCC4C(=O)N(C)C	741	Yes	1	1	0	462.26309096	0	34	3	1	0	462.6	462.26309096	4	73 Å²	0	0		3.2	10298385	RUOLFWZIFNQQGH-DEOSSOPVSA-N		C27H34N4O3	
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O	619	Yes	1	3	0	405.18998559	0	29	7	2	0	405.4	405.18998559	10	116 Å²	0	0		-0.7	5464343	KLZWOWYOHUKJIG-BPUTZDHNSA-N		C20H27N3O6	imidapril;!89371-37-9;!Imidaprilum;!Tanatril;!UNII-BW7H1TJS22
CC(C(C(=O)N1CCCC1C(=O)N2CCCC2(CC3=CC=CC=C3)C(=O)NC(C(C)O)C(=O)N)N)O	834	Yes	1	6	0	503.27438392	0	36	7	5	0	503.6	503.27438392	9	179 Å²	0	0		-1	71249967	DVBUEXCIEIAXPM-PJUQSVSOSA-N		C25H37N5O6	Apimostinel;!NRX-1074;!1421866-48-9;!UNII-TTT1F11FZB;!TTT1F11FZB
CC(C(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)N)N)O	659	Yes	1	6	0	413.22743373	0	29	7	5	0	413.5	413.22743373	7	179 Å²	0	0		-2.8	14539800	GIBQQARAXHVEGD-BSOLPCOYSA-N		C18H31N5O6	Rapastinel;!117928-94-6;!GLYX-13;!GLYX 13;!TPPT-amide
C1C(CN(C1C(=O)O)C(=O)CN)NC(=O)C2=CC=CC=C2	420	Yes	1	2	0	291.12190603	0	21	5	3	0	291.30	291.12190603	4	113 Å²	0	0		-2.7	16656685	BIZKIHUJGMSVFD-MNOVXSKESA-N		C14H17N3O4	DANEGAPTIDE;!GAP-134;!943134-39-2;!(2S,4R)-1-(2-aminoacetyl)-4-benzamidopyrrolidine-2-carboxylic acid;!UNII-PA0Y7735AT
CC(C(=O)NC(CCC(=O)N)C(=O)O)N	267	Yes	1	2	0	217.10625597	0	15	5	4	0	217.22	217.10625597	6	136 Å²	0	0		-4.4	123935	HJCMDXDYPOUFDY-WHFBIAKZSA-N		C8H15N3O4	l-Alanyl-l-glutamine;!39537-23-0;!Ala-gln;!alanylglutamine;!Alanyl-glutamine
CCC(C)C(C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCN=C(N)N)N	906	Yes	1	6	0	553.37001563	0	39	7	7	0	553.7	553.37001563	15	241 Å²	0	0	-2.7		71722017	ZUJBBVJXXYRPFS-DYKIIFRCSA-N		C25H47N9O5	Dusquetide;!931395-42-5;!UNII-IKX7W49NLN;!RIVPA;!IKX7W49NLN
CC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N1C)CC2=CC=CC=C2)CC(=O)O)CCCN=C(N)N	1020	Yes	1	4	0	588.30199564	0	42	8	7	0	588.7	588.30199564	9	238 Å²	0	0		-1	176873	AMLYAMJWYAIXIA-VWNVYAMZSA-N		C27H40N8O7	Cilengitide;!188968-51-6;!EMD 121974;!EMD-121974;!UNII-4EDF46E4GI
CC(C)CC(C(=O)NC(CCCCN)C(=O)N1CCC(CC1)(C(=O)O)N)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC3=CC=CC=C3)N	1080	Yes	1	4	0	679.40573244	0	49	9	7	0	679.8	679.40573244	18	223 Å²	0	0		-0.6	24794466	FWMNVWWHGCHHJJ-SKKKGAJSSA-N		C36H53N7O6	Difelikefalin;!1024828-77-0;!CR845;!UNII-NA1U919MRO;!CR-845
CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)N	1110	Yes	1	5	0	679.36532417	0	48	12	11	0	679.8	679.36532417	22	328 Å²	0	0		-6.4	451417	PSWFFKRAVBDQEG-YGQNSOCVSA-N		C30H49N9O9	
CC(C)CC1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43	1110	Yes	1	5	0	610.31149770	0	44	7	6	0	610.7	610.31149770	7	190 Å²	0	0		2.2	443289	VYCMAAOURFJIHD-PJNXIOHISA-N		C31H42N6O7	BQ-123;!136553-81-6;!BQ123;!BQ 123;!Cyclo(D-trp-D-asp-pro-D-val-leu)
CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC	757	Yes	1	3	0	500.22574026	0	35	7	2	0	500.6	500.22574026	8	120 Å²	0	0		4.3	24737642	UFPFGVNKHCLJJO-SSKFGXFMSA-N		C26H33FN4O3S	
CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3=C(N=C(S3)C4=NC=CO4)C5=CC=CC=C5)NC	883	Yes	1	3	0	564.25187482	0	40	8	3	0	564.7	564.25187482	9	158 Å²	0	0		4	71600094	HSHPBORBOJIXSQ-HARLFGEKSA-N		C29H36N6O4S	CUDC-427;!GDC-0917;!1446182-94-0;!UNII-KWH46ZDG32;!Cudc 427
CC(C)C(C(=O)NC(C)C(=O)NC1C2=CC=CC=C2CCN(C1=O)C)O	537	Yes	1	3	0	361.20015635	0	26	4	3	0	361.4	361.20015635	5	98.7 Å²	0	0		1.3	9843750	PKXWXXPNHIWQHW-RCBQFDQVSA-N		C19H27N3O4	Semagacestat;!425386-60-3;!Semagacestat (LY450139);!LY450139;!LY-450139
CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(CC(=O)N)N	1560	Yes	1	9	0	824.43921739	0	58	13	10	0	824.9	824.43921739	22	356 Å²	0	0		-5.6	9832404	DWLTUUXCVGVRAV-XWRHUKJGSA-N		C36H60N10O12	Davunetide;!211439-12-2;!UNII-GF00K3IIWE;!AL-108;!AL-208
CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N	847	Yes	1	3	0	573.22571965	0	40	9	7	0	573.7	573.22571965	16	225 Å²	0	0	-2.1		443363	YFGBQHOOROIVKG-FKBYEOEOSA-N		C27H35N5O7S	MET-enkephalin;!H-Tyr-Gly-Gly-Phe-Met-OH;!Methionine enkephalin;!58569-55-4;!Tyr-Gly-Gly-Phe-Met-OH
CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NCCC2=CC=CC=C2)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)C)N(C)C	1060	Yes	1	8	0	701.50913487	0	50	7	2	0	702.0	701.50913487	20	121 Å²	0	0		5.2	6918315	DZMVCVHATYROOS-ZBFGKEHZSA-N		C39H67N5O6	Soblidotin;!Auristatin PE;!149606-27-9;!Tzt-1027;!UNII-DQC51A0WQH
CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CCCCC1CCSS1	517	Yes	1	3	0	406.12322890	0	26	8	4	0	406.5	406.12322890	12	183 Å²	0	0		0.7	49802864	MQXRTCVZPIHBLD-TUAOUCFPSA-N		C16H26N2O6S2	(R)-Lip-L-glu-L-ala-OH;!CMX-2043;!UNII-83V80O4XY1;!83V80O4XY1;!910627-26-8
CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CS)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC=O	1110	Yes	1	5	0	694.23021314	0	46	14	10	0	694.8	694.23021314	23	313 Å²	0	0		-1.6	44628955	WFZPJYYCTSHDJI-ATIWLJMLSA-N		C26H42N6O12S2	FOXY-5;!881188-51-8;!FOXY5;!CBZ9UL0ARB;!UNII-CBZ9UL0ARB
CC(C(=O)NCC(=O)N)NC(=O)CNC(=O)C1CC(CN1C(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)NC(=O)C)O	1110	Yes	1	5	0	617.28092585	0	44	9	7	0	617.7	617.28092585	12	241 Å²	0	0		-2.3	9938933	GFJRASPBQLDRRY-TWTQBQJDSA-N		C28H39N7O9	Rotigaptide;!355151-12-1;!ZP-123;!UNII-GFA1W6KO7N;!ZP123
C1CC(N(C1)C(=O)CCCCC(=O)N2CCCC2C(=O)O)C(=O)O	475	Yes	1	2	0	340.16343649	0	24	6	2	0	340.37	340.16343649	7	115 Å²	0	0		0	125516	HZLAWYIBLZNRFZ-VXGBXAGGSA-N		C16H24N2O6	
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	834	Yes	1	1	0	445.17098148	0	32	9	8	0	445.4	445.17098148	9	207 A^2	1	0		-0.6	91443	MSTNYGQPCMXVAQ-KIYNQFGBSA-N		C19H23N7O6	
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N	389	Yes	1	2	0	307.08380644	0	20	8	6	0	307.33	307.08380644	9	160 Å²	0	0		-4.5	124886	RWSXRVCMGQZWBV-WDSKDSINSA-N		C10H17N3O6S	
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N	767	Yes	1	1	0	441.13968135	0	32	9	6	0	441.4	441.13968135	9	209 Å²	0	0		-1.1	6037	OVBPIULPVIDEAO-LBPRGKRZSA-N		C19H19N7O6	441.4
COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N	380	Yes	1	2	0	294.12157168	0	21	6	3	0	294.30	294.12157168	8	119 Å²	0	0	-2.7		134601	IAOZJIPTCAWIRG-QWRGUYRKSA-N		C14H18N2O5	
CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N	1310	Yes	1	4	0	767.33124734	0	54	10	8	0	767.9	767.33124734	22	276 Å²	0	0	1.5		9853654	NEYNJQRKHLUJRU-DZUOILHNSA-N		C37H49N7O9S	
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O	519	Yes	1	3	0	376.19982200	0	27	6	2	0	376.4	376.19982200	10	95.9 Å²	0	0	-0.1		5388962	GBXSMTUPTTWBMN-XIRDDKMYSA-N		C20H28N2O5	
C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O	550	Yes	1	3	0	405.22637110	0	29	7	4	0	405.5	405.22637110	12	133 Å²	0	0	-2.9		5362119	RLAWWYSOJDYHDC-BZSNNMDCSA-N		C21H31N3O5	
CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O	524	Yes	1	5	0	368.23112213	0	26	6	2	0	368.5	368.23112213	9	95.9 Å²	0	0	0.9		107807	IPVQLZZIHOAWMC-QXKUPLGCSA-N		C19H32N2O5	PERINDOPRIL;!82834-16-0;!Perindoprilum;!S-9490;!Coversyl
CC1(C(NC(S1)C(C(=O)NCCCCC(C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)CC(C(=O)O)N	819	Yes	2	4	0	626.30978362	0	43	13	9	0	626.8	626.30978362	17	286 Å²	1	0			45266800	IMPVZRLKKKXMKQ-SGDOCVTFSA-N		C28H46N6O8S	Benzylpenicilloyl polylysine;!benzylpenicilloyl-polylysine;!benzylpenicilloyl G polylysine;!Penicilloyl-polylysine;!BPO-PLL
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3	650	Yes	1	3	0	466.15961441	0	31	8	2	0	466.6	466.15961441	10	147 Å²	0	0	0.9		5311447	HRWCVUIFMSZDJS-SZMVWBNQSA-N		C22H30N2O5S2	Spirapril;!Renormax;!83647-97-6;!Sch-33844;!UNII-96U2K78I3V
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)C(C2CCN=C(N2)N)NC(=O)NC(CC3=CC=CC=C3)C(=O)O	1010	Yes	1	5	0	607.31183205	0	44	7	7	0	607.7	607.31183205	15	204 Å²	0	0		1.8	5287931	MRXDGVXSWIXTQL-LROMGURASA-N		C31H41N7O6	ZINC4099072
CC(C)(CO)C(C(=O)NCCC(=O)O)O	239	Yes	1	0	0	219.11067264	0	15	5	4	0	219.23	219.11067264	6	107 Å²	1	0		-1.1	988	GHOKWGTUZJEAQD-UHFFFAOYSA-N		C9H17NO5	
CC(C=CC(=O)C=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2	607	Yes	1	2	1	408.16852187	0	30	5	2	0	408.4	408.16852187	11	102 Å²	0	0		2.8	5287438	NOXVWFAAXREWMI-GURWAVDKSA-N		C23H24N2O5	[1-(1-METHYL-4,5-DIOXO-PENT-2-ENYLCARBAMOYL)-2-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER;!1u9q;!DB01810;!Q27092950;!Nalpha-[(benzyloxy)carbonyl]-N-[(1S,2E)-1-methyl-4,5-dioxopent-2-en-1-yl]-D-phenylalaninamide
C(CCNC(C(=O)O)C(=O)O)CC(C(=O)O)N	279	Yes	1	1	0	248.10083623	0	17	8	5	0	248.23	248.10083623	9	150 Å²	0	0		-5.6	17754065	XINFXVVRMYBFMI-YFKPBYRVSA-N		C9H16N2O6	Nz-(Dicarboxymethyl)Lysine;!SCHEMBL1495114;!DB01815;!Q27092953;!{[(5S)-5-amino-5-carboxypentyl]amino}propanedioic acid
CCCCCNC(=O)C(CC1=CC=C(C2=CC=CC=C12)N(C3=CC=CC=C3C(=O)O)C(=O)C(=O)O)NC(=O)C	894	Yes	1	1	0	533.21620034	0	39	7	4	0	533.6	533.21620034	12	153 Å²	0	0		4.3	447392	UESXELNYBIOROE-QHCPKHFHSA-N		C29H31N3O7	2-{[4-(2-ACETYLAMINO-2-PENTYLCARBAMOYL-ETHYL)-NAPHTHALEN-1-YL]-OXALYL-AMINO}-BENZOIC ACID;!CHEMBL1230658;!1nl9;!BDBM50486309;!DB01820
C(CC(C(=O)NC(CCN)C(=O)N)N)CN=C(N)N[N+](=O)[O-]	422	Yes	1	2	0	318.17640121	0	22	7	6	0	318.33	318.17640121	10	221 Å²	0	0		-3.2	656910	KUZKVXUOMSVPOA-BQBZGAKWSA-N		C10H22N8O4	L-N(OMEGA)-NITROARGININE-2,4-L-DIAMINOBUTYRIC AMIDE;!CHEMBL44833;!dipeptide amide inhibitor I;!L-Arg NO2-L-Dbu-NH2;!JMC522060 Compound 1
C1=CC=C2C(=C1)C(C(C3=CC=CC=C32)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O	782	Yes	1	4	0	501.15697138	0	35	9	6	0	501.6	501.15697138	11	204 Å²	0	0		-2.1	449366	JNNIZILNBMPOAC-MOXQZVSFSA-N		C24H27N3O7S	(9R,10R)-9-(S-GLUTATHIONYL)-10-HYDROXY-9,10-DIHYDROPHENANTHRENE;!GPS;!3gst;!5fwg;!DB01834
CSCCC(C(=O)N)NC(=O)C1CCCN1C(=O)C(CC2=CC=C(C=C2)O)NC(=O)CS	673	Yes	1	3	0	482.16576242	0	32	7	5	0	482.6	482.16576242	11	168 Å²	0	0		0.9	5289343	LNLWXWOYQHAKTD-ULQDDVLXSA-N		C21H30N4O5S2	N-(SULFANYLACETYL)TYROSYLPROLYLMETHIONINAMIDE;!1pwq;!SCHEMBL4315756;!DB01883;!Q27093001
CC(C)C(C(=O)NC(CC1=CC=CC=C1)CO)NC(=O)C(C)NC(=O)OCC2=CC=CC=C2	615	Yes	1	3	0	455.24202116	0	33	5	4	0	455.5	455.24202116	12	117 Å²	0	0		3.2	444425	QLOIOASGERKBSU-NYVOZVTQSA-N		C25H33N3O5	tl-3-093;!2azb;!2hah;!3tlh;!5fiv
CC1C(=O)NC(CC2=CC(=C(C=C2)O)C3=C(C=CC(=C3)C(C(=O)N1)N(C)C(=O)CNC(=O)C(C)NC(=O)C(CO)N(C)C(=O)CCCCCCCCC(C)C)O)C(=O)O	1450	Yes	1	5	0	824.43200675	0	59	11	8	0	825.0	824.43200675	18	255 Å²	0	0		3.9	9988024	YFSXYWAZCKMYJN-JBBOGOJTSA-N		C42H60N6O11	ARYLOMYCIN A2;!CHEMBL1231055;!DB01934
C1CCC(CC1)CC(C(=O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC2CCCCC2)C(=O)O)NC(=O)OCC3=CC=CC=C3	1320	Yes	1	4	0	771.41669104	0	55	11	8	0	771.9	771.41669104	23	282 Å²	0	0		4.3	17753951	LKCWMWZIRUHWBW-ZXYZSCNASA-N		C38H57N7O10	DB01984;!(4S)-5-[[(1S)-1-carboxy-2-cyclohexylethyl]amino]-4-[[(2S)-2-[[(3R)-4-cyclohexyl-2-oxo-3-(phenylmethoxycarbonylamino)butanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-oxopentanoic acid
C(CC(C(=O)O)N)CNC(=O)CP(=O)(O)O	301	Yes	1	1	0	254.06677320	0	16	7	5	0	254.18	254.06677320	7	150 Å²	0	0		-5.1	124992	FCIHAQFHXJOLIF-YFKPBYRVSA-N		C7H15N2O6P	N-(Phosphonoacetyl)-L-ornithine;!63446-55-9;!(2S)-2-amino-5-[(2-phosphonoacetyl)amino]pentanoic acid;!N-delta-Phoor;!N5-(Phosphonoacetyl)-L-ornithine
CC(C)C(C(=O)O)NC(=O)C(CS)NC(=O)CCCC(C(=O)O)N	471	Yes	1	3	0	363.14640670	0	24	8	6	0	363.43	363.14640670	11	160 Å²	0	0		-2.8	448130	BYEIJZFKOAXBBV-ATZCPNFKSA-N		C14H25N3O6S	Acv tripeptide;!AADCV;!32467-88-2;!l-d-(a-aminoadipoyl)-l-cysteinyl-d-valine;!UNII-O3VOU3H9VS
C1C(NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	834	Yes	1	2	0	445.17098148	0	32	9	8	0	445.4	445.17098148	9	207 A^2	0	0		-0.6	5460413	MSTNYGQPCMXVAQ-RYUDHWBXSA-N		C19H23N7O6	
CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)C2=CC=CC=C2)CP(=O)(C(C)N)O	600	Yes	1	3	0	418.16575896	0	29	6	4	0	418.4	418.16575896	9	130 Å²	0	0		-0.9	5478838	CWJPVKSBGVPXRD-QMTMVMCOSA-N		C21H27N2O5P	N-[3-[(1-AMINOETHYL)(HYDROXY)PHOSPHORYL]-2-(1,1'-BIPHENYL-4-YLMETHYL)PROPANOYL]ALANINE;!compound 1a [PMID: 25692029];!1r1h;!GTPL9091;!SCHEMBL12609398
C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O	1490	Yes	1	4	0	731.25108227	0	52	15	11	0	731.7	731.25108227	19	348 A^2	0	0		-2.8	6323515	ZLOMJLIQXBKNHU-VJANTYMQSA-N		C30H37N9O13	
CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCC1=C(NC(SC1)C(C(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)C	1420	Yes	1	6	0	750.25305659	0	52	15	10	0	750.8	750.25305659	20	332 Å²	0	0		-0.7	17753890	PEUIVMLYMKXUBF-PULJXETJSA-N		C32H42N6O13S	CEPHALOSPORIN ANALOG;!DB02136;!Q27458768;!CARBOXY-PHENYLACETYLAMINO-METHYL)-3,6-DIHYDRO-2H-[1,3]THIAZINE-4-CARBOXYLIC ACID;!5-{3-(S)-(4-(R)-ACETYLAMINO-4-CARBOXY-BUTYRYLAMINO)-3-[1-(R)-(1-(R)-CARBOXY-ETHYLCARBAMOYL)-ETHYLCARBAMOYL]-PROPYL}-2-(
